1.730000000000000000e+02,5.000000000000000000e+01,3.800000000000000000e+01
1.630000000000000000e+02,5.100000000000000000e+01,3.800000000000000000e+01
1.650000000000000000e+02,5.600000000000000000e+01,3.800000000000000000e+01
1.680000000000000000e+02,5.600000000000000000e+01,3.800000000000000000e+01
1.710000000000000000e+02,6.800000000000000000e+01,3.800000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,3.900000000000000000e+01
1.630000000000000000e+02,5.900000000000000000e+01,3.900000000000000000e+01
1.720000000000000000e+02,6.000000000000000000e+01,3.900000000000000000e+01
1.720000000000000000e+02,6.500000000000000000e+01,3.900000000000000000e+01
1.720000000000000000e+02,6.650000000000000000e+01,3.900000000000000000e+01
1.740000000000000000e+02,5.000000000000000000e+01,4.000000000000000000e+01
1.680000000000000000e+02,5.200000000000000000e+01,4.000000000000000000e+01
1.750000000000000000e+02,5.400000000000000000e+01,4.000000000000000000e+01
1.630000000000000000e+02,5.500000000000000000e+01,4.000000000000000000e+01
1.730000000000000000e+02,5.600000000000000000e+01,4.000000000000000000e+01
1.750000000000000000e+02,6.000000000000000000e+01,4.000000000000000000e+01
1.730000000000000000e+02,6.200000000000000000e+01,4.000000000000000000e+01
1.720000000000000000e+02,6.500000000000000000e+01,4.000000000000000000e+01
1.740000000000000000e+02,6.700000000000000000e+01,4.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,4.000000000000000000e+01
1.740000000000000000e+02,8.400000000000000000e+01,4.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000000e+01,4.100000000000000000e+01
1.640000000000000000e+02,5.300000000000000000e+01,4.100000000000000000e+01
1.700000000000000000e+02,5.500000000000000000e+01,4.100000000000000000e+01
1.780000000000000000e+02,5.600000000000000000e+01,4.100000000000000000e+01
1.730000000000000000e+02,5.850000000000000000e+01,4.100000000000000000e+01
1.780000000000000000e+02,6.000000000000000000e+01,4.100000000000000000e+01
1.730000000000000000e+02,6.500000000000000000e+01,4.100000000000000000e+01
1.670000000000000000e+02,6.500000000000000000e+01,4.100000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,4.100000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,4.100000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,4.100000000000000000e+01
1.760000000000000000e+02,7.300000000000000000e+01,4.100000000000000000e+01
1.730000000000000000e+02,8.400000000000000000e+01,4.100000000000000000e+01
1.720000000000000000e+02,5.500000000000000000e+01,4.200000000000000000e+01
1.760000000000000000e+02,5.500000000000000000e+01,4.200000000000000000e+01
1.690000000000000000e+02,5.600000000000000000e+01,4.200000000000000000e+01
1.780000000000000000e+02,6.000000000000000000e+01,4.200000000000000000e+01
1.810000000000000000e+02,6.000000000000000000e+01,4.200000000000000000e+01
1.760000000000000000e+02,6.000000000000000000e+01,4.200000000000000000e+01
